weasd,lon,lat
7.4902344,-120.2885,39.4738
1.8085938,-119.9218,39.5239
0.0,-120.4549,38.57567
47.745117,-120.094,38.62627
0.0,-120.5208,38.8577
35.671875,-120.1582,38.90858
47.30078,-119.795,38.9581
32.083008,-120.223,39.19109
0.0,-119.8581,39.24089
20.017578,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
46.25,-120.094,38.62627
0.0,-120.5208,38.8577
38.36133,-120.1582,38.90858
41.84375,-119.795,38.9581
25.93164,-120.223,39.19109
0.14648438,-119.8581,39.24089
21.838867,-120.2885,39.4738
0.0,-119.9218,39.5239
0.025390625,-120.4549,38.57567
59.499023,-120.094,38.62627
0.00390625,-120.5208,38.8577
49.958008,-120.1582,38.90858
38.958008,-119.795,38.9581
28.495117,-120.223,39.19109
1.7929688,-119.8581,39.24089
26.104492,-120.2885,39.4738
0.15722656,-119.9218,39.5239
0.045898438,-120.4549,38.57567
61.86133,-120.094,38.62627
0.1875,-120.5208,38.8577
47.30078,-120.1582,38.90858
32.512695,-119.795,38.9581
28.942383,-120.223,39.19109
0.026367188,-119.8581,39.24089
28.520508,-120.2885,39.4738
0.016601562,-119.9218,39.5239
0.06933594,-120.4549,38.57567
62.174805,-120.094,38.62627
0.061523438,-120.5208,38.8577
55.158203,-120.1582,38.90858
32.682617,-119.795,38.9581
32.515625,-120.223,39.19109
7.448242,-119.8581,39.24089
31.05664,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0068359375,-120.4549,38.57567
61.75586,-120.094,38.62627
0.0068359375,-120.5208,38.8577
54.716797,-120.1582,38.90858
33.788086,-119.795,38.9581
37.171875,-120.223,39.19109
0.0,-119.8581,39.24089
33.32422,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
61.19629,-120.094,38.62627
0.0,-120.5208,38.8577
54.282227,-120.1582,38.90858
36.581055,-119.795,38.9581
40.104492,-120.223,39.19109
0.0,-119.8581,39.24089
34.007812,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
59.822266,-120.094,38.62627
0.0,-120.5208,38.8577
53.282227,-120.1582,38.90858
36.663086,-119.795,38.9581
41.645508,-120.223,39.19109
0.0,-119.8581,39.24089
33.62793,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
57.314453,-120.094,38.62627
0.0,-120.5208,38.8577
51.85547,-120.1582,38.90858
37.179688,-119.795,38.9581
38.79883,-120.223,39.19109
0.0,-119.8581,39.24089
33.58008,-120.2885,39.4738
0.0,-119.9218,39.5239
0.01953125,-120.4549,38.57567
53.30664,-120.094,38.62627
0.0,-120.5208,38.8577
48.700195,-120.1582,38.90858
53.225586,-119.795,38.9581
38.467773,-120.223,39.19109
0.14453125,-119.8581,39.24089
30.259766,-120.2885,39.4738
0.11425781,-119.9218,39.5239
0.0,-120.4549,38.57567
54.751953,-120.094,38.62627
0.0,-120.5208,38.8577
50.072266,-120.1582,38.90858
56.362305,-119.795,38.9581
27.22168,-120.223,39.19109
0.0,-119.8581,39.24089
29.71875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
54.75,-120.094,38.62627
0.0,-120.5208,38.8577
45.82422,-120.1582,38.90858
57.393555,-119.795,38.9581
18.576172,-120.223,39.19109
0.0,-119.8581,39.24089
23.902344,-120.2885,39.4738
0.001953125,-119.9218,39.5239
0.0,-120.4549,38.57567
47.546875,-120.094,38.62627
0.0,-120.5208,38.8577
31.192383,-120.1582,38.90858
48.628906,-119.795,38.9581
18.075195,-120.223,39.19109
0.0,-119.8581,39.24089
20.088867,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0048828125,-120.4549,38.57567
51.11133,-120.094,38.62627
0.0,-120.5208,38.8577
31.055664,-120.1582,38.90858
52.55664,-119.795,38.9581
17.294922,-120.223,39.19109
0.0,-119.8581,39.24089
19.705078,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0644531,-120.4549,38.57567
57.875,-120.094,38.62627
0.0,-120.5208,38.8577
62.34961,-120.1582,38.90858
60.914062,-119.795,38.9581
42.51172,-120.223,39.19109
17.986328,-119.8581,39.24089
57.992188,-120.2885,39.4738
0.3466797,-119.9218,39.5239
25.33496,-120.4549,38.57567
61.563477,-120.094,38.62627
0.0078125,-120.5208,38.8577
60.44629,-120.1582,38.90858
64.21094,-119.795,38.9581
30.041992,-120.223,39.19109
14.49707,-119.8581,39.24089
57.191406,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
59.67578,-120.094,38.62627
0.0,-120.5208,38.8577
59.310547,-120.1582,38.90858
61.435547,-119.795,38.9581
23.345703,-120.223,39.19109
11.8359375,-119.8581,39.24089
60.518555,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
56.780273,-120.094,38.62627
0.0,-120.5208,38.8577
55.91992,-120.1582,38.90858
60.801758,-119.795,38.9581
28.003906,-120.223,39.19109
7.526367,-119.8581,39.24089
59.308594,-120.2885,39.4738
0.32910156,-119.9218,39.5239
0.0048828125,-120.4549,38.57567
55.720703,-120.094,38.62627
0.0048828125,-120.5208,38.8577
53.916992,-120.1582,38.90858
58.643555,-119.795,38.9581
19.816406,-120.223,39.19109
7.919922,-119.8581,39.24089
60.125,-120.2885,39.4738
0.0146484375,-119.9218,39.5239
0.013671875,-120.4549,38.57567
58.054688,-120.094,38.62627
0.0029296875,-120.5208,38.8577
56.711914,-120.1582,38.90858
59.890625,-119.795,38.9581
19.245117,-120.223,39.19109
7.901367,-119.8581,39.24089
64.31445,-120.2885,39.4738
0.026367188,-119.9218,39.5239
0.0078125,-120.4549,38.57567
57.40918,-120.094,38.62627
0.036132812,-120.5208,38.8577
62.33496,-120.1582,38.90858
58.441406,-119.795,38.9581
24.027344,-120.223,39.19109
10.052734,-119.8581,39.24089
68.54883,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0029296875,-120.4549,38.57567
47.94629,-120.094,38.62627
0.0087890625,-120.5208,38.8577
59.924805,-120.1582,38.90858
51.80371,-119.795,38.9581
25.594727,-120.223,39.19109
8.400391,-119.8581,39.24089
67.765625,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0605469,-120.4549,38.57567
47.38379,-120.094,38.62627
0.038085938,-120.5208,38.8577
63.523438,-120.1582,38.90858
48.341797,-119.795,38.9581
27.354492,-120.223,39.19109
14.297852,-119.8581,39.24089
73.50781,-120.2885,39.4738
0.26660156,-119.9218,39.5239
1.5830078,-120.4549,38.57567
47.371094,-120.094,38.62627
0.040039062,-120.5208,38.8577
66.356445,-120.1582,38.90858
47.54297,-119.795,38.9581
31.081055,-120.223,39.19109
11.637695,-119.8581,39.24089
73.0791,-120.2885,39.4738
0.31152344,-119.9218,39.5239
1.5537109,-120.4549,38.57567
49.104492,-120.094,38.62627
0.009765625,-120.5208,38.8577
72.11035,-120.1582,38.90858
45.660156,-119.795,38.9581
39.73535,-120.223,39.19109
9.780273,-119.8581,39.24089
80.322266,-120.2885,39.4738
0.65234375,-119.9218,39.5239
1.4589844,-120.4549,38.57567
53.091797,-120.094,38.62627
0.09765625,-120.5208,38.8577
75.66113,-120.1582,38.90858
46.80371,-119.795,38.9581
43.24707,-120.223,39.19109
8.994141,-119.8581,39.24089
82.640625,-120.2885,39.4738
0.0,-119.9218,39.5239
34.632812,-120.4549,38.57567
47.916016,-120.094,38.62627
35.058594,-120.5208,38.8577
80.29492,-120.1582,38.90858
45.796875,-119.795,38.9581
54.33203,-120.223,39.19109
6.501953,-119.8581,39.24089
82.05762,-120.2885,39.4738
0.0,-119.9218,39.5239
45.129883,-120.4549,38.57567
60.652344,-120.094,38.62627
40.07129,-120.5208,38.8577
95.40527,-120.1582,38.90858
51.507812,-119.795,38.9581
91.1709,-120.223,39.19109
11.931641,-119.8581,39.24089
93.61621,-120.2885,39.4738
2.2792969,-119.9218,39.5239
35.253906,-120.4549,38.57567
61.871094,-120.094,38.62627
6.3671875,-120.5208,38.8577
95.15332,-120.1582,38.90858
51.698242,-119.795,38.9581
103.63574,-120.223,39.19109
10.964844,-119.8581,39.24089
95.09766,-120.2885,39.4738
1.1591797,-119.9218,39.5239
42.603516,-120.4549,38.57567
53.323242,-120.094,38.62627
2.1201172,-120.5208,38.8577
94.90723,-120.1582,38.90858
45.395508,-119.795,38.9581
104.018555,-120.223,39.19109
7.291992,-119.8581,39.24089
91.475586,-120.2885,39.4738
2.227539,-119.9218,39.5239
22.298828,-120.4549,38.57567
45.4375,-120.094,38.62627
1.2285156,-120.5208,38.8577
92.12109,-120.1582,38.90858
38.655273,-119.795,38.9581
99.32129,-120.223,39.19109
5.4990234,-119.8581,39.24089
82.70215,-120.2885,39.4738
1.6621094,-119.9218,39.5239
37.54297,-120.4549,38.57567
45.492188,-120.094,38.62627
4.807617,-120.5208,38.8577
92.5166,-120.1582,38.90858
45.376953,-119.795,38.9581
97.61621,-120.223,39.19109
8.206055,-119.8581,39.24089
86.39844,-120.2885,39.4738
0.7519531,-119.9218,39.5239
34.231445,-120.4549,38.57567
53.50586,-120.094,38.62627
3.3378906,-120.5208,38.8577
95.58496,-120.1582,38.90858
50.001953,-119.795,38.9581
100.072266,-120.223,39.19109
7.3291016,-119.8581,39.24089
91.231445,-120.2885,39.4738
1.3603516,-119.9218,39.5239
36.85254,-120.4549,38.57567
61.944336,-120.094,38.62627
0.8857422,-120.5208,38.8577
92.54492,-120.1582,38.90858
62.08008,-119.795,38.9581
78.95996,-120.223,39.19109
6.385742,-119.8581,39.24089
88.890625,-120.2885,39.4738
0.4765625,-119.9218,39.5239
17.947266,-120.4549,38.57567
65.63965,-120.094,38.62627
2.3378906,-120.5208,38.8577
84.86914,-120.1582,38.90858
66.828125,-119.795,38.9581
73.11328,-120.223,39.19109
7.8339844,-119.8581,39.24089
81.16211,-120.2885,39.4738
0.36132812,-119.9218,39.5239
13.686523,-120.4549,38.57567
60.234375,-120.094,38.62627
0.0,-120.5208,38.8577
61.57715,-120.1582,38.90858
60.424805,-119.795,38.9581
55.680664,-120.223,39.19109
15.939453,-119.8581,39.24089
64.07129,-120.2885,39.4738
0.7441406,-119.9218,39.5239
10.725586,-120.4549,38.57567
64.96777,-120.094,38.62627
2.2890625,-120.5208,38.8577
60.655273,-120.1582,38.90858
64.58594,-119.795,38.9581
51.33203,-120.223,39.19109
8.384766,-119.8581,39.24089
74.663086,-120.2885,39.4738
2.6923828,-119.9218,39.5239
3.4375,-120.4549,38.57567
72.166016,-120.094,38.62627
0.052734375,-120.5208,38.8577
59.475586,-120.1582,38.90858
60.02246,-119.795,38.9581
36.62793,-120.223,39.19109
26.35254,-119.8581,39.24089
77.237305,-120.2885,39.4738
0.0009765625,-119.9218,39.5239
1.8242188,-120.4549,38.57567
73.731445,-120.094,38.62627
0.0048828125,-120.5208,38.8577
60.66504,-120.1582,38.90858
61.34082,-119.795,38.9581
25.793945,-120.223,39.19109
16.385742,-119.8581,39.24089
82.55371,-120.2885,39.4738
0.0,-119.9218,39.5239
1.7011719,-120.4549,38.57567
76.51465,-120.094,38.62627
0.049804688,-120.5208,38.8577
62.91211,-120.1582,38.90858
62.38965,-119.795,38.9581
20.0,-120.223,39.19109
7.866211,-119.8581,39.24089
84.552734,-120.2885,39.4738
0.0,-119.9218,39.5239
1.2763672,-120.4549,38.57567
75.828125,-120.094,38.62627
0.0,-120.5208,38.8577
65.387695,-120.1582,38.90858
62.916992,-119.795,38.9581
45.643555,-120.223,39.19109
5.0791016,-119.8581,39.24089
85.953125,-120.2885,39.4738
0.0,-119.9218,39.5239
7.1191406,-120.4549,38.57567
67.64746,-120.094,38.62627
0.7421875,-120.5208,38.8577
55.4209,-120.1582,38.90858
56.25586,-119.795,38.9581
25.123047,-120.223,39.19109
8.174805,-119.8581,39.24089
69.759766,-120.2885,39.4738
0.017578125,-119.9218,39.5239
1.7197266,-120.4549,38.57567
56.123047,-120.094,38.62627
0.0,-120.5208,38.8577
48.938477,-120.1582,38.90858
56.16992,-119.795,38.9581
10.298828,-120.223,39.19109
13.730469,-119.8581,39.24089
52.499023,-120.2885,39.4738
0.0,-119.9218,39.5239
1.7636719,-120.4549,38.57567
56.552734,-120.094,38.62627
0.0009765625,-120.5208,38.8577
40.810547,-120.1582,38.90858
57.663086,-119.795,38.9581
4.3466797,-120.223,39.19109
10.371094,-119.8581,39.24089
36.240234,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
52.660156,-120.094,38.62627
0.07519531,-120.5208,38.8577
48.46289,-120.1582,38.90858
52.99121,-119.795,38.9581
7.107422,-120.223,39.19109
11.2578125,-119.8581,39.24089
29.628906,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
52.86035,-120.094,38.62627
0.0,-120.5208,38.8577
51.03711,-120.1582,38.90858
55.26367,-119.795,38.9581
8.12793,-120.223,39.19109
9.894531,-119.8581,39.24089
28.292969,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
50.836914,-120.094,38.62627
0.0,-120.5208,38.8577
49.464844,-120.1582,38.90858
54.816406,-119.795,38.9581
15.260742,-120.223,39.19109
8.208008,-119.8581,39.24089
25.972656,-120.2885,39.4738
0.28027344,-119.9218,39.5239
0.041015625,-120.4549,38.57567
44.95215,-120.094,38.62627
0.025390625,-120.5208,38.8577
42.61328,-120.1582,38.90858
50.93164,-119.795,38.9581
4.689453,-120.223,39.19109
6.2685547,-119.8581,39.24089
13.359375,-120.2885,39.4738
0.47070312,-119.9218,39.5239
0.6484375,-120.4549,38.57567
38.668945,-120.094,38.62627
0.0,-120.5208,38.8577
40.725586,-120.1582,38.90858
43.27539,-119.795,38.9581
3.8027344,-120.223,39.19109
10.508789,-119.8581,39.24089
7.2773438,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
32.22168,-120.094,38.62627
0.0029296875,-120.5208,38.8577
36.1709,-120.1582,38.90858
36.38086,-119.795,38.9581
3.9414062,-120.223,39.19109
8.381836,-119.8581,39.24089
6.0683594,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
29.216797,-120.094,38.62627
0.0,-120.5208,38.8577
33.82715,-120.1582,38.90858
29.748047,-119.795,38.9581
3.7734375,-120.223,39.19109
11.598633,-119.8581,39.24089
7.1533203,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
26.767578,-120.094,38.62627
0.0,-120.5208,38.8577
33.246094,-120.1582,38.90858
28.044922,-119.795,38.9581
2.725586,-120.223,39.19109
9.374023,-119.8581,39.24089
7.1972656,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
26.546875,-120.094,38.62627
0.0,-120.5208,38.8577
42.44336,-120.1582,38.90858
27.044922,-119.795,38.9581
2.1191406,-120.223,39.19109
7.5625,-119.8581,39.24089
5.4277344,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
23.510742,-120.094,38.62627
0.0,-120.5208,38.8577
39.259766,-120.1582,38.90858
23.59082,-119.795,38.9581
3.774414,-120.223,39.19109
7.765625,-119.8581,39.24089
5.9296875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0234375,-120.4549,38.57567
23.125977,-120.094,38.62627
0.0,-120.5208,38.8577
38.7959,-120.1582,38.90858
23.325195,-119.795,38.9581
2.9794922,-120.223,39.19109
6.4296875,-119.8581,39.24089
5.9072266,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
22.50293,-120.094,38.62627
0.0126953125,-120.5208,38.8577
33.73047,-120.1582,38.90858
22.40625,-119.795,38.9581
3.0527344,-120.223,39.19109
6.2148438,-119.8581,39.24089
6.7695312,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0078125,-120.4549,38.57567
22.261719,-120.094,38.62627
0.00390625,-120.5208,38.8577
29.548828,-120.1582,38.90858
22.240234,-119.795,38.9581
3.1083984,-120.223,39.19109
8.00293,-119.8581,39.24089
6.7216797,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
21.613281,-120.094,38.62627
0.0,-120.5208,38.8577
28.751953,-120.1582,38.90858
21.201172,-119.795,38.9581
2.9316406,-120.223,39.19109
8.1328125,-119.8581,39.24089
6.0625,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
22.697266,-120.094,38.62627
0.0,-120.5208,38.8577
30.00586,-120.1582,38.90858
22.449219,-119.795,38.9581
2.8789062,-120.223,39.19109
7.9960938,-119.8581,39.24089
6.3339844,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
22.910156,-120.094,38.62627
0.0,-120.5208,38.8577
30.115234,-120.1582,38.90858
23.138672,-119.795,38.9581
3.4042969,-120.223,39.19109
7.0117188,-119.8581,39.24089
6.326172,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
22.845703,-120.094,38.62627
0.0,-120.5208,38.8577
36.63672,-120.1582,38.90858
22.841797,-119.795,38.9581
2.9980469,-120.223,39.19109
8.933594,-119.8581,39.24089
5.5039062,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
21.269531,-120.094,38.62627
0.0,-120.5208,38.8577
33.734375,-120.1582,38.90858
21.373047,-119.795,38.9581
2.796875,-120.223,39.19109
7.376953,-119.8581,39.24089
5.34375,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
20.742188,-120.094,38.62627
0.0,-120.5208,38.8577
26.794922,-120.1582,38.90858
20.804688,-119.795,38.9581
2.8984375,-120.223,39.19109
4.783203,-119.8581,39.24089
4.8320312,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
20.515625,-120.094,38.62627
0.0,-120.5208,38.8577
26.957031,-120.1582,38.90858
20.24414,-119.795,38.9581
2.9140625,-120.223,39.19109
8.794922,-119.8581,39.24089
5.689453,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
21.177734,-120.094,38.62627
0.0,-120.5208,38.8577
27.71875,-120.1582,38.90858
20.871094,-119.795,38.9581
2.9902344,-120.223,39.19109
6.2695312,-119.8581,39.24089
5.6933594,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
21.228516,-120.094,38.62627
0.0,-120.5208,38.8577
26.978516,-120.1582,38.90858
21.101562,-119.795,38.9581
2.8046875,-120.223,39.19109
6.234375,-119.8581,39.24089
5.6835938,-120.2885,39.4738
0.001953125,-119.9218,39.5239
0.0,-120.4549,38.57567
20.816406,-120.094,38.62627
0.0,-120.5208,38.8577
27.144531,-120.1582,38.90858
21.367188,-119.795,38.9581
2.515625,-120.223,39.19109
9.337891,-119.8581,39.24089
5.138672,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
20.81836,-120.094,38.62627
0.0,-120.5208,38.8577
24.908203,-120.1582,38.90858
20.75586,-119.795,38.9581
2.6582031,-120.223,39.19109
7.1464844,-119.8581,39.24089
5.501953,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
19.830078,-120.094,38.62627
0.0,-120.5208,38.8577
27.933594,-120.1582,38.90858
19.695312,-119.795,38.9581
2.3789062,-120.223,39.19109
9.8984375,-119.8581,39.24089
5.626953,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
19.80664,-120.094,38.62627
0.0,-120.5208,38.8577
27.408203,-120.1582,38.90858
19.695312,-119.795,38.9581
2.7539062,-120.223,39.19109
4.3535156,-119.8581,39.24089
5.5214844,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
19.410156,-120.094,38.62627
0.0,-120.5208,38.8577
25.878906,-120.1582,38.90858
18.845703,-119.795,38.9581
0.0625,-120.223,39.19109
6.53125,-119.8581,39.24089
4.732422,-120.2885,39.4738
0.001953125,-119.9218,39.5239
0.0,-120.4549,38.57567
23.634766,-120.094,38.62627
0.0,-120.5208,38.8577
30.435547,-120.1582,38.90858
24.44336,-119.795,38.9581
3.5820312,-120.223,39.19109
12.675781,-119.8581,39.24089
8.644531,-120.2885,39.4738
1.0019531,-119.9218,39.5239
0.0,-120.4549,38.57567
24.738281,-120.094,38.62627
0.0,-120.5208,38.8577
31.916016,-120.1582,38.90858
26.78125,-119.795,38.9581
1.2636719,-120.223,39.19109
14.800781,-119.8581,39.24089
11.060547,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
22.61914,-120.094,38.62627
0.0,-120.5208,38.8577
33.82422,-120.1582,38.90858
21.320312,-119.795,38.9581
