snom,lon,lat
0.6982422,-119.8581,39.24089
1.0009766,-120.2885,39.4738
0.0,-119.9218,39.5239
0.21972656,-120.4549,38.57567
1.9111328,-120.094,38.62627
0.0,-120.5208,38.8577
2.1210938,-120.1582,38.90858
1.8984375,-119.795,38.9581
2.6210938,-120.223,39.19109
0.6611328,-119.8581,39.24089
2.0732422,-120.2885,39.4738
0.0,-119.9218,39.5239
1.0429688,-120.4549,38.57567
1.9326172,-120.094,38.62627
0.119140625,-120.5208,38.8577
2.0791016,-120.1582,38.90858
1.7724609,-119.795,38.9581
1.9648438,-120.223,39.19109
0.9716797,-119.8581,39.24089
2.1728516,-120.2885,39.4738
0.0078125,-119.9218,39.5239
0.23925781,-120.4549,38.57567
1.7529297,-120.094,38.62627
0.0,-120.5208,38.8577
1.9550781,-120.1582,38.90858
1.671875,-119.795,38.9581
0.9892578,-120.223,39.19109
1.3935547,-119.8581,39.24089
1.9580078,-120.2885,39.4738
0.0,-119.9218,39.5239
0.24414062,-120.4549,38.57567
0.23242188,-120.094,38.62627
0.0,-120.5208,38.8577
0.6542969,-120.1582,38.90858
1.1396484,-119.795,38.9581
0.33398438,-120.223,39.19109
0.8310547,-119.8581,39.24089
0.8017578,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.037109375,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0009765625,-119.795,38.9581
0.16503906,-120.223,39.19109
0.016601562,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.6601562,-120.094,38.62627
0.0,-120.5208,38.8577
2.0742188,-120.1582,38.90858
1.3466797,-119.795,38.9581
1.5498047,-120.223,39.19109
0.7949219,-119.8581,39.24089
1.6025391,-120.2885,39.4738
0.001953125,-119.9218,39.5239
0.017578125,-120.4549,38.57567
1.7021484,-120.094,38.62627
0.0107421875,-120.5208,38.8577
2.022461,-120.1582,38.90858
1.8339844,-119.795,38.9581
0.5253906,-120.223,39.19109
0.796875,-119.8581,39.24089
1.1601562,-120.2885,39.4738
0.08496094,-119.9218,39.5239
0.08203125,-120.4549,38.57567
1.6347656,-120.094,38.62627
0.0,-120.5208,38.8577
1.7958984,-120.1582,38.90858
1.6035156,-119.795,38.9581
0.34277344,-120.223,39.19109
1.1337891,-119.8581,39.24089
0.6074219,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.1240234,-120.094,38.62627
0.0,-120.5208,38.8577
1.5966797,-120.1582,38.90858
1.6435547,-119.795,38.9581
0.37597656,-120.223,39.19109
0.9404297,-119.8581,39.24089
0.44140625,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0703125,-120.223,39.19109
0.03515625,-119.8581,39.24089
0.024414062,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.18554688,-120.094,38.62627
0.0,-120.5208,38.8577
0.24707031,-120.1582,38.90858
0.7470703,-119.795,38.9581
0.10058594,-120.223,39.19109
0.6230469,-119.8581,39.24089
0.2529297,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.7636719,-120.094,38.62627
0.0,-120.5208,38.8577
0.9873047,-120.1582,38.90858
1.0058594,-119.795,38.9581
0.10449219,-120.223,39.19109
0.63378906,-119.8581,39.24089
0.2783203,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.3310547,-120.094,38.62627
0.0,-120.5208,38.8577
1.8544922,-120.1582,38.90858
1.5029297,-119.795,38.9581
0.37402344,-120.223,39.19109
0.8261719,-119.8581,39.24089
0.4580078,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0107421875,-120.4549,38.57567
1.1542969,-120.094,38.62627
0.0,-120.5208,38.8577
1.7578125,-120.1582,38.90858
1.3720703,-119.795,38.9581
0.30273438,-120.223,39.19109
0.6279297,-119.8581,39.24089
0.4375,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.2617188,-120.094,38.62627
0.00390625,-120.5208,38.8577
1.8525391,-120.1582,38.90858
1.6367188,-119.795,38.9581
0.33203125,-120.223,39.19109
0.69921875,-119.8581,39.24089
0.5517578,-120.2885,39.4738
0.0,-119.9218,39.5239
0.00390625,-120.4549,38.57567
1.5976562,-120.094,38.62627
0.001953125,-120.5208,38.8577
1.9033203,-120.1582,38.90858
1.8232422,-119.795,38.9581
0.28222656,-120.223,39.19109
0.94140625,-119.8581,39.24089
0.5810547,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.4472656,-120.094,38.62627
0.0,-120.5208,38.8577
1.7021484,-120.1582,38.90858
1.8994141,-119.795,38.9581
0.2529297,-120.223,39.19109
0.96191406,-119.8581,39.24089
0.46875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.8623047,-120.094,38.62627
0.0,-120.5208,38.8577
1.1806641,-120.1582,38.90858
1.4482422,-119.795,38.9581
0.22949219,-120.223,39.19109
0.8935547,-119.8581,39.24089
0.41308594,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.7128906,-120.094,38.62627
0.0,-120.5208,38.8577
1.2597656,-120.1582,38.90858
0.9091797,-119.795,38.9581
0.23730469,-120.223,39.19109
0.5644531,-119.8581,39.24089
0.4169922,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.97265625,-120.094,38.62627
0.0,-120.5208,38.8577
1.1123047,-120.1582,38.90858
1.1738281,-119.795,38.9581
0.22949219,-120.223,39.19109
0.7763672,-119.8581,39.24089
0.32421875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.9160156,-120.094,38.62627
0.0,-120.5208,38.8577
1.7871094,-120.1582,38.90858
1.3466797,-119.795,38.9581
0.23242188,-120.223,39.19109
0.69140625,-119.8581,39.24089
0.36035156,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.4853516,-120.094,38.62627
0.0,-120.5208,38.8577
1.9785156,-120.1582,38.90858
1.7890625,-119.795,38.9581
0.32617188,-120.223,39.19109
0.54785156,-119.8581,39.24089
0.42773438,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.4804688,-120.094,38.62627
0.0,-120.5208,38.8577
1.8398438,-120.1582,38.90858
1.9648438,-119.795,38.9581
0.33691406,-120.223,39.19109
1.0664062,-119.8581,39.24089
0.53222656,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.6279297,-120.094,38.62627
0.0,-120.5208,38.8577
2.1464844,-120.1582,38.90858
2.0576172,-119.795,38.9581
0.38671875,-120.223,39.19109
0.859375,-119.8581,39.24089
0.5732422,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.3291016,-120.094,38.62627
0.0,-120.5208,38.8577
1.7099609,-120.1582,38.90858
1.6855469,-119.795,38.9581
0.26757812,-120.223,39.19109
0.7949219,-119.8581,39.24089
0.4638672,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.6806641,-120.094,38.62627
0.0,-120.5208,38.8577
2.0234375,-120.1582,38.90858
1.6669922,-119.795,38.9581
0.25390625,-120.223,39.19109
1.0800781,-119.8581,39.24089
0.45703125,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.7373047,-120.094,38.62627
0.0,-120.5208,38.8577
2.1279297,-120.1582,38.90858
2.0429688,-119.795,38.9581
0.328125,-120.223,39.19109
0.9296875,-119.8581,39.24089
0.57128906,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.796875,-120.094,38.62627
0.0,-120.5208,38.8577
2.3095703,-120.1582,38.90858
2.0810547,-119.795,38.9581
0.3046875,-120.223,39.19109
1.3164062,-119.8581,39.24089
0.61816406,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.6972656,-120.094,38.62627
0.0,-120.5208,38.8577
2.2714844,-120.1582,38.90858
2.0820312,-119.795,38.9581
0.33398438,-120.223,39.19109
0.5830078,-119.8581,39.24089
0.57714844,-120.2885,39.4738
0.0,-119.9218,39.5239
