cdlyr,lon,lat
56.875,-119.9218,39.5239
73.25,-120.4549,38.57567
63.5,-120.094,38.62627
86.625,-120.5208,38.8577
68.875,-120.1582,38.90858
63.75,-119.795,38.9581
79.75,-120.223,39.19109
78.875,-119.8581,39.24089
80.0,-120.2885,39.4738
72.625,-119.9218,39.5239
69.25,-120.4549,38.57567
61.625,-120.094,38.62627
93.625,-120.5208,38.8577
70.875,-120.1582,38.90858
76.75,-119.795,38.9581
65.875,-120.223,39.19109
80.0,-119.8581,39.24089
61.875,-120.2885,39.4738
67.5,-119.9218,39.5239
27.625,-120.4549,38.57567
32.0,-120.094,38.62627
22.875,-120.5208,38.8577
42.75,-120.1582,38.90858
55.875,-119.795,38.9581
36.125,-120.223,39.19109
47.125,-119.8581,39.24089
29.625,-120.2885,39.4738
42.75,-119.9218,39.5239
3.625,-120.4549,38.57567
3.75,-120.094,38.62627
3.875,-120.5208,38.8577
4.125,-120.1582,38.90858
4.25,-119.795,38.9581
4.875,-120.223,39.19109
4.125,-119.8581,39.24089
4.875,-120.2885,39.4738
4.375,-119.9218,39.5239
59.625,-120.4549,38.57567
64.125,-120.094,38.62627
53.75,-120.5208,38.8577
64.625,-120.1582,38.90858
69.875,-119.795,38.9581
53.5,-120.223,39.19109
58.125,-119.8581,39.24089
51.875,-120.2885,39.4738
61.5,-119.9218,39.5239
36.0,-120.4549,38.57567
58.375,-120.094,38.62627
26.875,-120.5208,38.8577
52.375,-120.1582,38.90858
61.125,-119.795,38.9581
49.0,-120.223,39.19109
53.375,-119.8581,39.24089
53.375,-120.2885,39.4738
65.5,-119.9218,39.5239
6.25,-120.4549,38.57567
8.875,-120.094,38.62627
7.5,-120.5208,38.8577
8.5,-120.1582,38.90858
14.75,-119.795,38.9581
9.25,-120.223,39.19109
11.5,-119.8581,39.24089
9.5,-120.2885,39.4738
27.625,-119.9218,39.5239
28.875,-120.4549,38.57567
23.0,-120.094,38.62627
33.0,-120.5208,38.8577
27.25,-120.1582,38.90858
22.75,-119.795,38.9581
30.25,-120.223,39.19109
25.625,-119.8581,39.24089
31.75,-120.2885,39.4738
26.0,-119.9218,39.5239
87.625,-120.4549,38.57567
53.875,-120.094,38.62627
89.75,-120.5208,38.8577
70.0,-120.1582,38.90858
52.125,-119.795,38.9581
69.25,-120.223,39.19109
52.875,-119.8581,39.24089
61.25,-120.2885,39.4738
51.75,-119.9218,39.5239
89.0,-120.4549,38.57567
54.625,-120.094,38.62627
87.875,-120.5208,38.8577
55.0,-120.1582,38.90858
30.625,-119.795,38.9581
55.5,-120.223,39.19109
34.375,-119.8581,39.24089
47.625,-120.2885,39.4738
38.5,-119.9218,39.5239
96.25,-120.4549,38.57567
61.0,-120.094,38.62627
99.25,-120.5208,38.8577
73.75,-120.1582,38.90858
38.875,-119.795,38.9581
76.0,-120.223,39.19109
49.75,-119.8581,39.24089
70.0,-120.2885,39.4738
46.25,-119.9218,39.5239
93.125,-120.4549,38.57567
55.875,-120.094,38.62627
95.5,-120.5208,38.8577
71.5,-120.1582,38.90858
44.625,-119.795,38.9581
73.625,-120.223,39.19109
48.5,-119.8581,39.24089
65.75,-120.2885,39.4738
47.75,-119.9218,39.5239
87.625,-120.4549,38.57567
51.5,-120.094,38.62627
91.625,-120.5208,38.8577
66.75,-120.1582,38.90858
35.375,-119.795,38.9581
68.125,-120.223,39.19109
48.25,-119.8581,39.24089
65.125,-120.2885,39.4738
52.875,-119.9218,39.5239
75.75,-120.4549,38.57567
63.375,-120.094,38.62627
72.875,-120.5208,38.8577
59.75,-120.1582,38.90858
53.875,-119.795,38.9581
59.125,-120.223,39.19109
57.875,-119.8581,39.24089
60.75,-120.2885,39.4738
63.875,-119.9218,39.5239
89.25,-120.4549,38.57567
82.0,-120.094,38.62627
87.125,-120.5208,38.8577
78.375,-120.1582,38.90858
76.75,-119.795,38.9581
79.0,-120.223,39.19109
78.5,-119.8581,39.24089
78.25,-120.2885,39.4738
81.0,-119.9218,39.5239
90.625,-120.4549,38.57567
76.25,-120.094,38.62627
93.125,-120.5208,38.8577
93.875,-120.1582,38.90858
93.875,-119.795,38.9581
93.25,-120.223,39.19109
94.375,-119.8581,39.24089
84.625,-120.2885,39.4738
92.5,-119.9218,39.5239
54.625,-120.4549,38.57567
36.125,-120.094,38.62627
60.25,-120.5208,38.8577
47.25,-120.1582,38.90858
44.75,-119.795,38.9581
49.375,-120.223,39.19109
49.5,-119.8581,39.24089
49.5,-120.2885,39.4738
50.5,-119.9218,39.5239
87.125,-120.4549,38.57567
78.75,-120.094,38.62627
89.375,-120.5208,38.8577
83.5,-120.1582,38.90858
79.75,-119.795,38.9581
82.125,-120.223,39.19109
77.75,-119.8581,39.24089
76.125,-120.2885,39.4738
71.5,-119.9218,39.5239
97.0,-120.4549,38.57567
70.125,-120.094,38.62627
96.125,-120.5208,38.8577
