web-scraper-order,web-scraper-start-url,avy,avy-href,above_treeline,near_treeline,below_treeline,problem_1,problem_2
"1673821023-417","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-07","https://www.sierraavalanchecenter.org/advisory/2020/apr/7/2020-04-07-065503-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Persistent Slab","Avalanche Problem 2: Loose Wet"
"1673821026-418","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-08","https://www.sierraavalanchecenter.org/advisory/2020/apr/8/2020-04-08-065803-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Wind Slab","Avalanche Problem 2: Persistent Slab"
"1673821028-419","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-09","https://www.sierraavalanchecenter.org/advisory/2020/apr/9/2020-04-09-070052-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Wind Slab","Avalanche Problem 2: Persistent Slab"
"1673821031-420","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-10","https://www.sierraavalanchecenter.org/advisory/2020/apr/10/2020-04-10-070047-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Wind Slab","Avalanche Problem 2: Persistent Slab"
"1673821035-421","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-11","https://www.sierraavalanchecenter.org/advisory/2020/apr/11/2020-04-11-072704-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wind Slab"
"1673821038-422","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-12","https://www.sierraavalanchecenter.org/advisory/2020/apr/12/2020-04-12-070029-avalanche-forecast","1. Low
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","recent observations"
"1673821040-423","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-13","https://www.sierraavalanchecenter.org/advisory/2020/apr/13/2020-04-13-065848-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821042-424","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-14","https://www.sierraavalanchecenter.org/advisory/2020/apr/14/2020-04-14-064504-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821045-425","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-15","https://www.sierraavalanchecenter.org/advisory/2020/apr/15/2020-04-15-064601-avalanche-forecast","3. Considerable
        ?
        Above Treeline","3. Considerable
        ?
        Near Treeline","3. Considerable
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821047-426","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-16","https://www.sierraavalanchecenter.org/advisory/2020/apr/16/2020-04-16-065628-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821050-427","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-17","https://www.sierraavalanchecenter.org/advisory/2020/apr/17/2020-04-17-065927-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821052-428","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-18","https://www.sierraavalanchecenter.org/advisory/2020/apr/18/2020-04-18-070002-avalanche-forecast","3. Considerable
        ?
        Above Treeline","3. Considerable
        ?
        Near Treeline","3. Considerable
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wind Slab"
"1673821055-429","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-19","https://www.sierraavalanchecenter.org/advisory/2020/apr/19/2020-04-19-070057-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821057-430","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-20","https://www.sierraavalanchecenter.org/advisory/2020/apr/20/2020-04-20-065711-avalanche-forecast","1. Low
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Wet Slab"
"1673821059-431","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-21","https://www.sierraavalanchecenter.org/advisory/2020/apr/21/2020-04-21-064903-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","recent observations"
"1673821061-432","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-22","https://www.sierraavalanchecenter.org/advisory/2020/apr/22/2020-04-22-064203-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821064-433","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-23","https://www.sierraavalanchecenter.org/advisory/2020/apr/23/2020-04-23-065528-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821066-434","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-24","https://www.sierraavalanchecenter.org/advisory/2020/apr/24/2020-04-24-065546-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821069-435","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-25","https://www.sierraavalanchecenter.org/advisory/2020/apr/25/2020-04-25-065939-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821071-436","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-26","https://www.sierraavalanchecenter.org/advisory/2020/apr/26/2020-04-26-065113-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821073-437","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-27","https://www.sierraavalanchecenter.org/advisory/2020/apr/27/2020-04-27-070011-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821076-438","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-28","https://www.sierraavalanchecenter.org/advisory/2020/apr/28/2020-04-28-064718-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821078-439","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-29","https://www.sierraavalanchecenter.org/advisory/2020/apr/29/2020-04-29-064000-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821082-440","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-04-30","https://www.sierraavalanchecenter.org/advisory/2020/apr/30/2020-04-30-064659-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821084-441","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-05-01","https://www.sierraavalanchecenter.org/advisory/2020/may/1/2020-05-01-064555-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821087-442","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-05-02","https://www.sierraavalanchecenter.org/advisory/2020/may/2/2020-05-02-065414-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
"1673821089-443","https://www.sierraavalanchecenter.org/prior-jan-6-2021/archive?date_filter_op=between&date_filter%5Bvalue%5D%5Bdate%5D=01%2F14%2F2023&date_filter%5Bmin%5D%5Bdate%5D=11%2F27%2F2019&date_filter%5Bmax%5D%5Bdate%5D=05%2F03%2F2020&items_per_page=All","Click here to see the full forecast for 2020-05-03","https://www.sierraavalanchecenter.org/advisory/2020/may/3/2020-05-03-064824-avalanche-forecast","2. Moderate
        ?
        Above Treeline","2. Moderate
        ?
        Near Treeline","2. Moderate
        ?
        Below Treeline","Avalanche Problem 1: Loose Wet","Avalanche Problem 2: Cornice"
